Name,Stars,Forks,Language,Domain
RaRe-Technologies/gensim,3560,1341,Python,Non-web libraries and frameworks
badges/shields,3560,664,JavaScript,Web libraries and frameworks
sloria/TextBlob,3556,435,Python,Non-web libraries and frameworks
rvm/rvm,3556,835,Shell,Software tools
tomaz/appledoc,3555,564,Objective-C,Software tools
rmm5t/jquery-timeago,3554,650,JavaScript,Web libraries and frameworks
PuerkitoBio/goquery,3550,340,Go,Non-web libraries and frameworks
mattn/emmet-vim,3548,282,VimL,Application software
square/sqlbrite,3547,314,Java,Non-web libraries and frameworks
github/markup,3545,3004,Ruby,Web libraries and frameworks
prose/prose,3545,628,JavaScript,Application software
erikhuda/thor,3545,378,Ruby,Non-web libraries and frameworks
Russell91/sshrc,3544,123,Shell,Software tools
sympy/sympy,3543,1776,Python,Non-web libraries and frameworks
tachyons-css/tachyons,3542,211,CSS,Web libraries and frameworks
KnuffApp/Knuff,3542,279,Objective-C,Non-web libraries and frameworks
uacaps/PageMenu,3540,531,Swift,Non-web libraries and frameworks
neilj/Squire,3538,249,JavaScript,Web libraries and frameworks
18F/web-design-standards,3537,496,HTML,Web libraries and frameworks
jquery/esprima,3536,542,TypeScript,Web libraries and frameworks
hotchemi/PermissionsDispatcher,3535,567,Java,Non-web libraries and frameworks
newsapps/beeswithmachineguns,3535,395,Python,Software tools
luin/medis,3533,163,JavaScript,Software tools
sentsin/layui,3530,848,JavaScript,Web libraries and frameworks
ksky521/nodePPT,3527,1031,JavaScript,Web libraries and frameworks
hanami/hanami,3524,346,Ruby,Web libraries and frameworks
infinitered/ignite,3524,246,JavaScript,Web libraries and frameworks
ericdrowell/KineticJS,3523,755,JavaScript,Web libraries and frameworks
yui/yui3,3523,1197,JavaScript,Web libraries and frameworks
rswier/c4,3522,692,C,Documentation
mopidy/mopidy,3522,395,Python,Application software
lifesinger/blog,3521,636,HTML,Documentation
commonsguy/cw-omnibus,3521,3081,Java,Documentation
Redth/PushSharp,3521,1449,C#,Non-web libraries and frameworks
wyouflf/xUtils3,3521,1617,Java,Non-web libraries and frameworks
duojs/duo,3521,133,JavaScript,Web libraries and frameworks
coleifer/peewee,3520,651,Python,Non-web libraries and frameworks
node-webot/wechat,3519,981,JavaScript,Web libraries and frameworks
mgechev/angular-seed,3519,1351,TypeScript,Web libraries and frameworks
phonegap/phonegap-start,3518,6876,JavaScript,Documentation
pluginaweek/state_machine,3515,453,Ruby,Non-web libraries and frameworks
wishstudio/flinux,3513,240,C,System software
daimajia/NumberProgressBar,3511,1074,Java,Non-web libraries and frameworks
gliderlabs/docker-alpine,3511,247,Shell,Software tools
nsf/gocode,3507,415,Go,Software tools
benoitc/gunicorn,3506,734,Python,Software tools
square/android-times-square,3505,1071,Java,Non-web libraries and frameworks
mattbryson/TouchSwipe-Jquery-Plugin,3505,1500,JavaScript,Web libraries and frameworks
geuis/helium-css,3503,245,JavaScript,Software tools
fatedier/frp,3502,520,Go,Software tools
ryanoasis/nerd-fonts,3502,144,Python,Software tools
activemerchant/active_merchant,3501,1985,Ruby,Non-web libraries and frameworks
philackm/Scrollable-GraphView,3498,224,Swift,Non-web libraries and frameworks
frogermcs/InstaMaterial,3497,967,Java,Application software
overtone/overtone,3496,340,Clojure,Non-web libraries and frameworks
castorflex/SmoothProgressBar,3496,981,Java,Web libraries and frameworks
lk-geimfari/awesomo,3494,154,Clojure,Documentation
kelseyhightower/confd,3493,538,Go,Software tools
maxogden/menubar,3492,201,JavaScript,Non-web libraries and frameworks
jdorn/json-editor,3489,694,JavaScript,Application software
sarcadass/granim.js,3488,144,JavaScript,Web libraries and frameworks
ankurp/Dollar,3485,251,Swift,Non-web libraries and frameworks
mkdocs/mkdocs,3484,557,Python,Non-web libraries and frameworks
facebookarchive/facebook-php-sdk,3483,3223,PHP,Web libraries and frameworks
explosion/spaCy,3483,475,Python,Non-web libraries and frameworks
guardian/frontend,3483,366,HTML,Application software
guardian/scribe,3481,244,JavaScript,Web libraries and frameworks
saeedalipoor/icono,3480,265,CSS,Web libraries and frameworks
kiwi-bdd/Kiwi,3480,471,Objective-C,Non-web libraries and frameworks
dotnet/core,3478,692,Shell,System software
rzwitserloot/lombok,3478,768,Java,Non-web libraries and frameworks
JakeWharton/timber,3477,355,Java,Non-web libraries and frameworks
opencontainers/runc,3476,529,Go,System software
thinkgem/jeesite,3475,3841,JavaScript,Web libraries and frameworks
jspm/jspm-cli,3474,268,JavaScript,Software tools
lebab/lebab,3473,94,JavaScript,Software tools
felixge/node-formidable,3470,461,JavaScript,Non-web libraries and frameworks
eventmachine/eventmachine,3466,536,Ruby,Non-web libraries and frameworks
celluloid/celluloid,3463,252,Ruby,Non-web libraries and frameworks
socketstream/socketstream,3460,291,JavaScript,Web libraries and frameworks
JuanitoFatas/fast-ruby,3458,218,Ruby,Documentation
xmartlabs/XLPagerTabStrip,3458,547,Swift,Non-web libraries and frameworks
madhums/node-express-mongoose-demo,3456,1035,JavaScript,Documentation
gka/chroma.js,3456,277,CoffeeScript,Web libraries and frameworks
FezVrasta/popper.js,3456,137,JavaScript,Web libraries and frameworks
Draveness/iOS-Source-Code-Analyze,3453,701,Objective-C,Documentation
MacGapProject/MacGap1,3453,217,Objective-C,Software tools
nickoneill/PermissionScope,3453,298,Swift,Non-web libraries and frameworks
gsdios/SDCycleScrollView,3451,978,Objective-C,Non-web libraries and frameworks
segmentio/analytics.js,3446,479,JavaScript,Web libraries and frameworks
Jam3/devtool,3446,117,JavaScript,Web libraries and frameworks
visualfc/liteide,3444,492,C++,Software tools
opal/opal,3442,254,Ruby,Software tools
tqdm/tqdm,3442,157,Python,Non-web libraries and frameworks
layerhq/Atlas-iOS,3442,488,Objective-C,Non-web libraries and frameworks
appjs/appjs,3441,402,C++,Non-web libraries and frameworks
future-architect/vuls,3439,268,Go,Software tools
cazala/synaptic,3439,328,JavaScript,Web libraries and frameworks
mattt/Surge,3439,308,Swift,Non-web libraries and frameworks
shower/shower,3438,610,HTML,Web libraries and frameworks
sass/node-sass,3435,456,C++,Web libraries and frameworks
rlidwka/sinopia,3435,543,JavaScript,Software tools
silexphp/Silex,3433,700,PHP,Web libraries and frameworks
mongodb/mongoid,3432,1223,Ruby,Non-web libraries and frameworks
shipitjs/shipit,3432,121,JavaScript,Software tools
nesquena/rabl,3431,332,Ruby,Web libraries and frameworks
substack/tape,3430,178,JavaScript,Web libraries and frameworks
metafizzy/flickity,3429,314,JavaScript,Web libraries and frameworks
facebook/fixed-data-table,3428,495,JavaScript,Web libraries and frameworks
swagger-api/swagger-codegen,3423,1899,HTML,Web libraries and frameworks
openhab/openhab1-addons,3420,1578,Java,Software tools
doctrine/doctrine2,3420,1656,PHP,Non-web libraries and frameworks
refinery/refinerycms,3419,1272,Ruby,Application software
lostisland/faraday,3417,525,Ruby,Web libraries and frameworks
FuzzyAutocomplete/FuzzyAutocompletePlugin,3416,414,Objective-C,Software tools
raspberrypi/linux,3414,1893,C,System software
twitter/labella.js,3413,104,JavaScript,Web libraries and frameworks
facebookarchive/scribe,3412,742,C++,System software
vikmeup/SCLAlertView-Swift,3412,483,Swift,Non-web libraries and frameworks
ThinkUpLLC/ThinkUp,3411,786,PHP,Application software
mina-deploy/mina,3410,363,Ruby,Software tools
kriswallsmith/assetic,3409,546,PHP,Non-web libraries and frameworks
Microsoft/BotBuilder,3407,1117,C#,Non-web libraries and frameworks
ninjinkun/NJKWebViewProgress,3407,566,Objective-C,Non-web libraries and frameworks
neo4j/neo4j,3404,1063,Java,Non-web libraries and frameworks
deployphp/deployer,3402,483,PHP,Software tools
AsyncHttpClient/async-http-client,3401,1002,Java,Web libraries and frameworks
trogdoro/xiki,3398,204,Ruby,Software tools
ACRA/acra,3396,881,Java,Non-web libraries and frameworks
spf13/cobra,3396,298,Go,Non-web libraries and frameworks
joyent/libuv,3394,749,C,Software tools
LeaVerou/prefixfree,3393,691,JavaScript,Web libraries and frameworks
gaearon/react-hot-boilerplate,3387,895,JavaScript,Web libraries and frameworks
alibaba/RocketMQ,3384,2010,Java,System software
detailyang/awesome-cheatsheet,3384,389,Python,Documentation
jakesgordon/javascript-state-machine,3383,492,JavaScript,Non-web libraries and frameworks
gaearon/react-transform-boilerplate,3383,459,JavaScript,Web libraries and frameworks
inorganik/countUp.js,3383,553,HTML,Web libraries and frameworks
jayfk/statuspage,3383,125,Python,Web libraries and frameworks
wbond/package_control,3382,541,Python,Application software
Popmotion/popmotion,3382,145,JavaScript,Web libraries and frameworks
sass/libsass,3382,359,C++,Software tools
cesanta/mongoose,3380,1062,C,System software
peco/peco,3379,116,Go,Software tools
peterramsing/lost,3378,154,JavaScript,Software tools
doorkeeper-gem/doorkeeper,3377,657,Ruby,Web libraries and frameworks
benoitvallon/react-native-nw-react-calculator,3376,371,JavaScript,Web libraries and frameworks
nemoTyrant/manong,3372,840,PHP,Documentation
alibaba/dexposed,3371,956,Java,Non-web libraries and frameworks
hiloteam/Hilo,3371,547,JavaScript,Non-web libraries and frameworks
lapwinglabs/x-ray,3369,234,JavaScript,Web libraries and frameworks
ruby-concurrency/concurrent-ruby,3369,191,Ruby,Non-web libraries and frameworks
solnic/virtus,3366,212,Ruby,Non-web libraries and frameworks
subprotocol/verlet-js,3365,427,JavaScript,Web libraries and frameworks
nanomsg/nanomsg,3363,558,C,Non-web libraries and frameworks
marmelab/ng-admin,3358,624,JavaScript,Web libraries and frameworks
fastmonkeys/stellar,3356,95,Python,Software tools
jasperproject/jasper-client,3355,832,Python,Non-web libraries and frameworks
tapmodo/Jcrop,3355,816,CSS,Web libraries and frameworks
dutchcoders/transfer.sh,3355,268,CSS,Software tools
graphite-project/graphite-web,3352,977,JavaScript,Web libraries and frameworks
danleech/simple-icons,3352,392,HTML,Web libraries and frameworks
ryanb/ruby-warrior,3351,819,Ruby,Application software
pypa/pip,3351,1226,Python,Software tools
ashleymills/Reachability.swift,3351,381,Swift,Non-web libraries and frameworks
soffes/sstoolkit,3349,630,Ruby,Documentation
Hashnode/mern-starter,3348,427,JavaScript,Web libraries and frameworks
facebookarchive/origami,3347,468,Objective-C,Software tools
jisaacks/GitGutter,3346,214,Python,Application software
jeasonlzy/okhttp-OkGo,3344,933,Java,Non-web libraries and frameworks
enormego/EGOTableViewPullRefresh,3344,994,Objective-C,Non-web libraries and frameworks
chjj/tty.js,3343,426,JavaScript,Application software
airbnb/react-dates,3337,242,JavaScript,Web libraries and frameworks
mozilla/shumway,3337,331,TypeScript,Web libraries and frameworks
ratchetphp/Ratchet,3336,408,PHP,Web libraries and frameworks
google/git-appraise,3336,87,Go,Software tools
kripken/sql.js,3335,376,JavaScript,Web libraries and frameworks
nim-lang/Nim,3334,461,Nimrod,System software
dbcli/mycli,3333,177,Python,Software tools
bnoguchi/everyauth,3333,469,JavaScript,Web libraries and frameworks
fastos/fastsocket,3328,671,C,Software tools
slap-editor/slap,3328,126,JavaScript,Application software
gavinkwoe/BeeFramework,3328,1178,Objective-C,Non-web libraries and frameworks
brendangregg/FlameGraph,3326,343,HTML,Web libraries and frameworks
MichMich/MagicMirror,3325,1069,JavaScript,Non-web libraries and frameworks
facebook/redex,3325,313,C++,Software tools
jspahrsummers/libextobjc,3325,317,Objective-C,Non-web libraries and frameworks
filamentgroup/grunticon,3325,215,HTML,Web libraries and frameworks
github/hubot-scripts,3325,1932,CoffeeScript,Software tools
mnielsen/neural-networks-and-deep-learning,3323,1779,Python,Documentation
touchstonejs/touchstonejs,3323,180,CSS,Web libraries and frameworks
manuelkiessling/nodebeginner.org,3322,1531,HTML,Documentation
voltrb/volt,3322,209,Ruby,Web libraries and frameworks
basecamp/pow,3322,252,CoffeeScript,Software tools
blakeembrey/code-problems,3321,315,JavaScript,Documentation
vcr/vcr,3320,355,Ruby,Software tools
jquery/jquery-mousewheel,3319,1314,JavaScript,Web libraries and frameworks
CanCanCommunity/cancancan,3319,320,Ruby,Web libraries and frameworks
abraham/twitteroauth,3317,1533,PHP,Web libraries and frameworks
kdzwinel/betwixt,3317,72,JavaScript,Web libraries and frameworks
facebook/augmented-traffic-control,3316,476,Python,Software tools
kenkeiter/skeuocard,3315,245,JavaScript,Web libraries and frameworks
v2ray/v2ray-core,3311,562,Go,Web libraries and frameworks
electerious/Lychee,3311,417,PHP,Application software
python-mode/python-mode,3307,680,Python,Application software
eddiemachado/bones,3306,1171,CSS,Web libraries and frameworks
10se1ucgo/DisableWinTracking,3306,217,Python,Application software
chrippa/livestreamer,3306,529,Python,Application software
vvo/gifify,3306,149,JavaScript,Non-web libraries and frameworks
tpope/vim-rails,3302,318,VimL,Application software
chriskacerguis/codeigniter-restserver,3297,1715,HTML,Documentation
sparklemotion/mechanize,3296,398,Ruby,Web libraries and frameworks
gorilla/mux,3295,484,Go,Web libraries and frameworks
sahat/megaboilerplate,3295,199,CSS,Documentation
Xcode-Snippets/Objective-C,3294,643,Objective-C,Documentation
aksonov/react-native-router-flux,3294,821,JavaScript,Web libraries and frameworks
fikovnik/ShiftIt,3294,253,Objective-C,Non-web libraries and frameworks
KeyboardFire/mkcast,3294,57,Python,Application software
ankane/searchkick,3294,385,Ruby,Software tools
kickstarter/android-oss,3292,467,Java,Application software
fat/zoom.js,3292,260,JavaScript,Web libraries and frameworks
purcell/emacs.d,3291,1753,Emacs Lisp,Software tools
facebook/react-devtools,3291,379,JavaScript,Web libraries and frameworks
pagespeed/ngx_pagespeed,3290,256,C++,Software tools
apache/thrift,3289,1939,C++,Software tools
prawnpdf/prawn,3288,566,Ruby,Non-web libraries and frameworks
chrisbanes/ActionBar-PullToRefresh,3287,1111,Java,Non-web libraries and frameworks
shu223/iOS8-Sampler,3286,436,Objective-C,Documentation
lokesh/lightbox2,3285,1137,JavaScript,Web libraries and frameworks
henryboldi/felony,3283,108,JavaScript,Application software
jdamcd/android-crop,3282,971,Java,Non-web libraries and frameworks
Marxon13/M13ProgressSuite,3281,433,Objective-C,Non-web libraries and frameworks
spine/spine,3279,430,JavaScript,Web libraries and frameworks
bbatsov/prelude,3278,1408,Emacs Lisp,Software tools
HunterLarco/voxel.css,3278,133,CSS,Web libraries and frameworks
yoshuawuyts/choo,3276,152,JavaScript,Web libraries and frameworks
yhat/rodeo,3273,324,JavaScript,Software tools
elementalui/elemental,3272,163,JavaScript,Web libraries and frameworks
yuche/vue-strap,3271,621,JavaScript,Web libraries and frameworks
google/EarlGrey,3270,379,Objective-C,Non-web libraries and frameworks
nathansmith/960-Grid-System,3269,529,CSS,Web libraries and frameworks
square/okio,3268,549,Java,Non-web libraries and frameworks
ruipgil/scraperjs,3268,168,JavaScript,Non-web libraries and frameworks
taigaio/taiga-back,3267,557,Python,Application software
barryclark/jekyll-now,3265,12927,CSS,Application software
clappr/clappr,3265,394,JavaScript,Web libraries and frameworks
gskinner/regexr,3263,370,JavaScript,Web libraries and frameworks
erichoracek/MSDynamicsDrawerViewController,3263,415,Objective-C,Non-web libraries and frameworks
facebookincubator/Keyframes,3262,173,Java,Non-web libraries and frameworks
SoftEtherVPN/SoftEtherVPN,3259,1059,C,Application software
BYVoid/Batsh,3259,160,OCaml,Software tools
tjanczuk/edge,3258,425,C++,System software
SFML/SFML,3257,720,C++,Non-web libraries and frameworks
